Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      18/36          __gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >::base() const [1160]
                0.00    0.00      10/10          entityx::BaseComponentHelper** std::__uninitialized_move_if_noexcept_a<entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, std::allocator<entityx::BaseComponentHelper*> >(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, std::allocator<entityx::BaseComponentHelper*>&) [1487]
                0.00    0.00       9/9           __gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >::difference_type __gnu_cxx::operator-<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >(__gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > > const&, __gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > > const&) [1496]
                0.00    0.00       9/9           entityx::BaseComponentHelper** std::__uninitialized_fill_n_a<entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper*, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper* const&, std::allocator<entityx::BaseComponentHelper*>&) [1517]
                0.00    0.00       5/5           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::begin() [1671]
                0.00    0.00       5/5           std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_allocate(unsigned long) [1657]
                0.00    0.00       5/5           void std::_Destroy<entityx::BaseComponentHelper**, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, std::allocator<entityx::BaseComponentHelper*>&) [1684]
                0.00    0.00       5/5           std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_deallocate(entityx::BaseComponentHelper**, unsigned long) [1658]
                0.00    0.00       4/4           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_Temporary_value::_Temporary_value<entityx::BaseComponentHelper* const&>(std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >*, entityx::BaseComponentHelper* const&) [1724]
                0.00    0.00       4/12          std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_Temporary_value::_M_val() [1427]
                0.00    0.00       4/13          std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::end() [1365]
                0.00    0.00       4/4           entityx::BaseComponentHelper** std::__uninitialized_move_a<entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, std::allocator<entityx::BaseComponentHelper*> >(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, std::allocator<entityx::BaseComponentHelper*>&) [1731]
                0.00    0.00       4/4           void std::fill<entityx::BaseComponentHelper**, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, entityx::BaseComponentHelper* const&) [1733]
                0.00    0.00       4/4           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_Temporary_value::~_Temporary_value() [1725]
-----------------------------------------------
                0.00    0.00       1/9           entityx::Pool<TextureComponent, 8192ul>* entityx::EntityManager::accomodate_component<TextureComponent>() [312]
                0.00    0.00       1/9           entityx::Pool<SpatialComponent, 8192ul>* entityx::EntityManager::accomodate_component<SpatialComponent>() [311]
                0.00    0.00       1/9           entityx::Pool<AnimationComponent, 8192ul>* entityx::EntityManager::accomodate_component<AnimationComponent>() [317]
                0.00    0.00       1/9           entityx::Pool<ParallaxComponent, 8192ul>* entityx::EntityManager::accomodate_component<ParallaxComponent>() [314]
                0.00    0.00       1/9           entityx::Pool<TileviewComponent, 8192ul>* entityx::EntityManager::accomodate_component<TileviewComponent>() [313]
                0.00    0.00       1/9           entityx::Pool<BodyComponent, 8192ul>* entityx::EntityManager::accomodate_component<BodyComponent>() [316]
                0.00    0.00       1/9           entityx::Pool<Movement, 8192ul>* entityx::EntityManager::accomodate_component<Movement>() [315]
                0.00    0.00       1/9           entityx::Pool<InputComponent, 8192ul>* entityx::EntityManager::accomodate_component<InputComponent>() [318]
                0.00    0.00       1/9           entityx::Pool<LightComponent, 8192ul>* entityx::EntityManager::accomodate_component<LightComponent>() [319]
[239]    0.0    0.00    0.00       9         std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::resize(unsigned long, entityx::BaseComponentHelper* const&) [239]
                0.00    0.00       9/9           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >, unsigned long, entityx::BaseComponentHelper* const&) [238]
                0.00    0.00      18/85          std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::size() const [1119]
                0.00    0.00       9/13          std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::end() [1365]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::resize(unsigned long, entityx::BasePool* const&) [241]
[240]    0.0    0.00    0.00       9         std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >, unsigned long, entityx::BasePool* const&) [240]
                0.00    0.00       5/5           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_check_len(unsigned long, char const*) const [243]
                0.00    0.00      28/28          std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_get_Tp_allocator() [1185]
                0.00    0.00      18/180         __gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >::base() const [1102]
                0.00    0.00      10/10          entityx::BasePool** std::__uninitialized_move_if_noexcept_a<entityx::BasePool**, entityx::BasePool**, std::allocator<entityx::BasePool*> >(entityx::BasePool**, entityx::BasePool**, entityx::BasePool**, std::allocator<entityx::BasePool*>&) [1488]
                0.00    0.00       9/9           __gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >::difference_type __gnu_cxx::operator-<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >(__gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > > const&, __gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > > const&) [1497]
                0.00    0.00       9/9           entityx::BasePool** std::__uninitialized_fill_n_a<entityx::BasePool**, unsigned long, entityx::BasePool*, entityx::BasePool*>(entityx::BasePool**, unsigned long, entityx::BasePool* const&, std::allocator<entityx::BasePool*>&) [1518]
                0.00    0.00       5/17          std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::begin() [1301]
                0.00    0.00       5/5           std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_allocate(unsigned long) [1659]
                0.00    0.00       5/5           void std::_Destroy<entityx::BasePool**, entityx::BasePool*>(entityx::BasePool**, entityx::BasePool**, std::allocator<entityx::BasePool*>&) [1686]
                0.00    0.00       5/5           std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_deallocate(entityx::BasePool**, unsigned long) [1660]
                0.00    0.00       4/4           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_Temporary_value::_Temporary_value<entityx::BasePool* const&>(std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >*, entityx::BasePool* const&) [1726]
                0.00    0.00       4/12          std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_Temporary_value::_M_val() [1428]
                0.00    0.00       4/25          std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::end() [1207]
                0.00    0.00       4/4           entityx::BasePool** std::__uninitialized_move_a<entityx::BasePool**, entityx::BasePool**, std::allocator<entityx::BasePool*> >(entityx::BasePool**, entityx::BasePool**, entityx::BasePool**, std::allocator<entityx::BasePool*>&) [1732]
                0.00    0.00       4/4           void std::fill<entityx::BasePool**, entityx::BasePool*>(entityx::BasePool**, entityx::BasePool**, entityx::BasePool* const&) [1734]
                0.00    0.00       4/4           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_Temporary_value::~_Temporary_value() [1727]
-----------------------------------------------
                0.00    0.00       1/9           entityx::Pool<TextureComponent, 8192ul>* entityx::EntityManager::accomodate_component<TextureComponent>() [312]
                0.00    0.00       1/9           entityx::Pool<SpatialComponent, 8192ul>* entityx::EntityManager::accomodate_component<SpatialComponent>() [311]
                0.00    0.00       1/9           entityx::Pool<AnimationComponent, 8192ul>* entityx::EntityManager::accomodate_component<AnimationComponent>() [317]
                0.00    0.00       1/9           entityx::Pool<ParallaxComponent, 8192ul>* entityx::EntityManager::accomodate_component<ParallaxComponent>() [314]
                0.00    0.00       1/9           entityx::Pool<TileviewComponent, 8192ul>* entityx::EntityManager::accomodate_component<TileviewComponent>() [313]
                0.00    0.00       1/9           entityx::Pool<BodyComponent, 8192ul>* entityx::EntityManager::accomodate_component<BodyComponent>() [316]
                0.00    0.00       1/9           entityx::Pool<Movement, 8192ul>* entityx::EntityManager::accomodate_component<Movement>() [315]
                0.00    0.00       1/9           entityx::Pool<InputComponent, 8192ul>* entityx::EntityManager::accomodate_component<InputComponent>() [318]
                0.00    0.00       1/9           entityx::Pool<LightComponent, 8192ul>* entityx::EntityManager::accomodate_component<LightComponent>() [319]
[241]    0.0    0.00    0.00       9         std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::resize(unsigned long, entityx::BasePool* const&) [241]
                0.00    0.00       9/9           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >, unsigned long, entityx::BasePool* const&) [240]
                0.00    0.00      18/539649      std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::size() const [763]
                0.00    0.00       9/25          std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::end() [1207]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >, unsigned long, entityx::BaseComponentHelper* const&) [238]
[242]    0.0    0.00    0.00       5         std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_check_len(unsigned long, char const*) const [242]
                0.00    0.00       5/18166       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [105]
                0.00    0.00      20/85          std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::size() const [1119]
                0.00    0.00      10/10          std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::max_size() const [1465]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >, unsigned long, entityx::BasePool* const&) [240]
[243]    0.0    0.00    0.00       5         std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_check_len(unsigned long, char const*) const [243]
                0.00    0.00       5/18166       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [105]
                0.00    0.00      20/539649      std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::size() const [763]
                0.00    0.00      10/10          std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::max_size() const [1466]
-----------------------------------------------
                0.00    0.00      12/12          Render::update(entityx::EntityManager&, entityx::EventManager&, double)::{lambda(entityx::Entity, SpatialComponent&, TextureComponent&)#1}::operator()(entityx::Entity, SpatialComponent&, TextureComponent&) const [6]
[244]    0.0    0.00    0.00      12         stella::graphics::Layer::Add(stella::graphics::Sprite*) [244]
                0.00    0.00      12/12          std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::push_back(stella::graphics::Sprite* const&) [245]
-----------------------------------------------
                0.00    0.00      12/12          stella::graphics::Layer::Add(stella::graphics::Sprite*) [244]
[245]    0.0    0.00    0.00      12         std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::push_back(stella::graphics::Sprite* const&) [245]
                0.00    0.00       5/5           void std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_realloc_insert<stella::graphics::Sprite* const&>(__gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >, stella::graphics::Sprite* const&) [253]
                0.00    0.00       7/12          void std::allocator_traits<std::allocator<stella::graphics::Sprite*> >::construct<stella::graphics::Sprite*, stella::graphics::Sprite* const&>(std::allocator<stella::graphics::Sprite*>&, stella::graphics::Sprite**, stella::graphics::Sprite* const&) [1416]
                0.00    0.00       5/24162       std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::end() [868]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::resize(unsigned long) [247]
[246]    0.0    0.00    0.00      12         std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_default_append(unsigned long) [246]
                0.00    0.00       5/5           std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_check_len(unsigned long, char const*) const [251]
                0.00    0.00      22/22          std::_Vector_base<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_get_Tp_allocator() [1221]
                0.00    0.00      12/12          std::bitset<64ul>* std::__uninitialized_default_n_a<std::bitset<64ul>*, unsigned long, std::bitset<64ul> >(std::bitset<64ul>*, unsigned long, std::allocator<std::bitset<64ul> >&) [1442]
                0.00    0.00       5/658486      std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::size() const [752]
                0.00    0.00       5/5           std::_Vector_base<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_allocate(unsigned long) [1661]
                0.00    0.00       5/5           std::bitset<64ul>* std::__uninitialized_move_if_noexcept_a<std::bitset<64ul>*, std::bitset<64ul>*, std::allocator<std::bitset<64ul> > >(std::bitset<64ul>*, std::bitset<64ul>*, std::bitset<64ul>*, std::allocator<std::bitset<64ul> >&) [1678]
                0.00    0.00       5/5           void std::_Destroy<std::bitset<64ul>*, std::bitset<64ul> >(std::bitset<64ul>*, std::bitset<64ul>*, std::allocator<std::bitset<64ul> >&) [1688]
                0.00    0.00       5/5           std::_Vector_base<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_deallocate(std::bitset<64ul>*, unsigned long) [1662]
-----------------------------------------------
                0.00    0.00      12/12          entityx::EntityManager::accomodate_entity(unsigned int) [211]
[247]    0.0    0.00    0.00      12         std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::resize(unsigned long) [247]
                0.00    0.00      12/12          std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_default_append(unsigned long) [246]
                0.00    0.00      24/658486      std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::size() const [752]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [249]
[248]    0.0    0.00    0.00      12         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [248]
                0.00    0.00       5/5           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [252]
                0.00    0.00      22/50          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [1139]
                0.00    0.00      12/12          unsigned int* std::__uninitialized_default_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, std::allocator<unsigned int>&) [1443]
                0.00    0.00       5/876210      std::vector<unsigned int, std::allocator<unsigned int> >::size() const [749]
                0.00    0.00       5/13          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [1363]
                0.00    0.00       5/5           unsigned int* std::__uninitialized_move_if_noexcept_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&) [1679]
                0.00    0.00       5/25          void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [1209]
                0.00    0.00       5/25          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [1206]
-----------------------------------------------
                0.00    0.00      12/12          entityx::EntityManager::accomodate_entity(unsigned int) [211]
[249]    0.0    0.00    0.00      12         std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [249]
                0.00    0.00      12/12          std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [248]
                0.00    0.00      24/876210      std::vector<unsigned int, std::allocator<unsigned int> >::size() const [749]
-----------------------------------------------
                0.00    0.00       5/5           void std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_realloc_insert<stella::graphics::Sprite* const&>(__gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >, stella::graphics::Sprite* const&) [253]
[250]    0.0    0.00    0.00       5         std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_check_len(unsigned long, char const*) const [250]
                0.00    0.00       5/18166       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [105]
                0.00    0.00      20/20          std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::size() const [1227]
                0.00    0.00      10/10          std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::max_size() const [1464]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_default_append(unsigned long) [246]
[251]    0.0    0.00    0.00       5         std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_check_len(unsigned long, char const*) const [251]
                0.00    0.00       5/18166       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [105]
                0.00    0.00      20/658486      std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::size() const [752]
                0.00    0.00      10/10          std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::max_size() const [1467]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [248]
[252]    0.0    0.00    0.00       5         std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [252]
                0.00    0.00       5/18166       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [105]
                0.00    0.00      20/876210      std::vector<unsigned int, std::allocator<unsigned int> >::size() const [749]
                0.00    0.00      10/10          std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [1468]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::push_back(stella::graphics::Sprite* const&) [245]
[253]    0.0    0.00    0.00       5         void std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_realloc_insert<stella::graphics::Sprite* const&>(__gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >, stella::graphics::Sprite* const&) [253]
                0.00    0.00       5/5           std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_check_len(unsigned long, char const*) const [250]
                0.00    0.00      15/16          std::_Vector_base<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_get_Tp_allocator() [1311]
                0.00    0.00      10/627970      __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::base() const [753]
                0.00    0.00      10/10          stella::graphics::Sprite** std::__uninitialized_move_if_noexcept_a<stella::graphics::Sprite**, stella::graphics::Sprite**, std::allocator<stella::graphics::Sprite*> >(stella::graphics::Sprite**, stella::graphics::Sprite**, stella::graphics::Sprite**, std::allocator<stella::graphics::Sprite*>&) [1486]
                0.00    0.00       5/24162       std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::begin() [869]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >::difference_type __gnu_cxx::operator-<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > >(__gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > > const&, __gnu_cxx::__normal_iterator<stella::graphics::Sprite**, std::vector<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> > > const&) [1649]
                0.00    0.00       5/5           std::_Vector_base<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_allocate(unsigned long) [1655]
                0.00    0.00       5/29          stella::graphics::Sprite* const& std::forward<stella::graphics::Sprite* const&>(std::remove_reference<stella::graphics::Sprite* const&>::type&) [1179]
                0.00    0.00       5/12          void std::allocator_traits<std::allocator<stella::graphics::Sprite*> >::construct<stella::graphics::Sprite*, stella::graphics::Sprite* const&>(std::allocator<stella::graphics::Sprite*>&, stella::graphics::Sprite**, stella::graphics::Sprite* const&) [1416]
                0.00    0.00       5/6           void std::_Destroy<stella::graphics::Sprite**, stella::graphics::Sprite*>(stella::graphics::Sprite**, stella::graphics::Sprite**, std::allocator<stella::graphics::Sprite*>&) [1642]
                0.00    0.00       5/6           std::_Vector_base<stella::graphics::Sprite*, std::allocator<stella::graphics::Sprite*> >::_M_deallocate(stella::graphics::Sprite**, unsigned long) [1613]
-----------------------------------------------
                0.00    0.00      12/12          void entityx::Entity::remove<SpatialComponent>() [57]
[254]    0.0    0.00    0.00      12         bool entityx::Entity::has_component<SpatialComponent>() const [254]
                0.00    0.00      12/203663      entityx::Entity::valid() const [48]
                0.00    0.00      12/192729      bool entityx::EntityManager::has_component<SpatialComponent>(entityx::Entity::Id) const [91]
-----------------------------------------------
                0.00    0.00      12/12          void entityx::Entity::remove<TextureComponent>() [193]
[255]    0.0    0.00    0.00      12         bool entityx::Entity::has_component<TextureComponent>() const [255]
                0.00    0.00      12/203663      entityx::Entity::valid() const [48]
                0.00    0.00      12/28198       bool entityx::EntityManager::has_component<TextureComponent>(entityx::Entity::Id) const [148]
-----------------------------------------------
                0.00    0.00       1/1           Game::Game(stella::graphics::Display&, stella::graphics::Shader*, bool const*) [103]
[256]    0.0    0.00    0.00       1         entityx::ComponentHandle<InputComponent, entityx::EntityManager> entityx::Entity::assign<InputComponent, bool const*&>(bool const*&) [256]
                0.00    0.00       1/1           entityx::ComponentHandle<InputComponent, entityx::EntityManager> entityx::EntityManager::assign<InputComponent, bool const*&>(entityx::Entity::Id, bool const*&) [258]
                0.00    0.00       1/203663      entityx::Entity::valid() const [48]
                0.00    0.00       1/2           bool const*& std::forward<bool const*&>(std::remove_reference<bool const*&>::type&) [1873]
-----------------------------------------------
                0.00    0.00       1/1           Game::Game(stella::graphics::Display&, stella::graphics::Shader*, bool const*) [103]
[257]    0.0    0.00    0.00       1         entityx::ComponentHandle<LightComponent, entityx::EntityManager> entityx::Entity::assign<LightComponent, int, float>(int&&, float&&) [257]
                0.00    0.00       1/1           entityx::ComponentHandle<LightComponent, entityx::EntityManager> entityx::EntityManager::assign<LightComponent, int, float>(entityx::Entity::Id, int&&, float&&) [259]
                0.00    0.00       1/203663      entityx::Entity::valid() const [48]
                0.00    0.00       1/32          float&& std::forward<float>(std::remove_reference<float>::type&) [1172]
                0.00    0.00       1/188         int&& std::forward<int>(std::remove_reference<int>::type&) [1101]
-----------------------------------------------
                0.00    0.00       1/1           entityx::ComponentHandle<InputComponent, entityx::EntityManager> entityx::Entity::assign<InputComponent, bool const*&>(bool const*&) [256]
[258]    0.0    0.00    0.00       1         entityx::ComponentHandle<InputComponent, entityx::EntityManager> entityx::EntityManager::assign<InputComponent, bool const*&>(entityx::Entity::Id, bool const*&) [258]
                0.00    0.00       1/36281       std::bitset<64ul>::set(unsigned long, bool) [47]
                0.00    0.00       1/1           entityx::Pool<InputComponent, 8192ul>* entityx::EntityManager::accomodate_component<InputComponent>() [318]
                0.00    0.00       1/47          std::bitset<64ul>::test(unsigned long) const [188]
                0.00    0.00       1/336087      entityx::BasePool::get(unsigned long) [20]
                0.00    0.00       1/141016      entityx::Entity::Entity(entityx::EntityManager*, entityx::Entity::Id) [85]
                0.00    0.00       1/1           void entityx::EventManager::emit<entityx::ComponentAddedEvent<InputComponent>, entityx::Entity, entityx::ComponentHandle<InputComponent, entityx::EntityManager>&>(entityx::Entity&&, entityx::ComponentHandle<InputComponent, entityx::EntityManager>&) [366]
                0.00    0.00       1/610113      entityx::EntityManager::assert_valid(entityx::Entity::Id) const [69]
                0.00    0.00       3/3847320     entityx::Entity::Id::index() const [746]
                0.00    0.00       2/396911      std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::operator[](unsigned long) [766]
                0.00    0.00       1/8056        unsigned long entityx::EntityManager::component_family<InputComponent>() [933]
                0.00    0.00       1/2           bool const*& std::forward<bool const*&>(std::remove_reference<bool const*&>::type&) [1873]
                0.00    0.00       1/80861       operator new(unsigned long, void*) [826]
                0.00    0.00       1/1           InputComponent::InputComponent(bool const*) [1924]
                0.00    0.00       1/2015        entityx::ComponentHandle<InputComponent, entityx::EntityManager>::ComponentHandle(entityx::EntityManager*, entityx::Entity::Id) [1008]
-----------------------------------------------
                0.00    0.00       1/1           entityx::ComponentHandle<LightComponent, entityx::EntityManager> entityx::Entity::assign<LightComponent, int, float>(int&&, float&&) [257]
[259]    0.0    0.00    0.00       1         entityx::ComponentHandle<LightComponent, entityx::EntityManager> entityx::EntityManager::assign<LightComponent, int, float>(entityx::Entity::Id, int&&, float&&) [259]
                0.00    0.00       1/36281       std::bitset<64ul>::set(unsigned long, bool) [47]
                0.00    0.00       1/1           entityx::Pool<LightComponent, 8192ul>* entityx::EntityManager::accomodate_component<LightComponent>() [319]
                0.00    0.00       1/47          std::bitset<64ul>::test(unsigned long) const [188]
                0.00    0.00       1/336087      entityx::BasePool::get(unsigned long) [20]
                0.00    0.00       1/141016      entityx::Entity::Entity(entityx::EntityManager*, entityx::Entity::Id) [85]
                0.00    0.00       1/1           void entityx::EventManager::emit<entityx::ComponentAddedEvent<LightComponent>, entityx::Entity, entityx::ComponentHandle<LightComponent, entityx::EntityManager>&>(entityx::Entity&&, entityx::ComponentHandle<LightComponent, entityx::EntityManager>&) [367]
