Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.37     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long)
  0.00      0.37     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<stella::graphics::Sprite*>::max_size() const
  0.00      0.37     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<stella::graphics::Texture*>::max_size() const
  0.00      0.37     0.00       12     0.00     0.00  std::_Vector_base<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::_M_get_Tp_allocator() const
  0.00      0.37     0.00       12     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*> >::operator!=(std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*> > const&) const
  0.00      0.37     0.00       12     0.00     0.00  std::vector<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::max_size() const
  0.00      0.37     0.00       12     0.00     0.00  std::_Base_bitset<1ul>::_Base_bitset()
  0.00      0.37     0.00       12     0.00     0.00  std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*>::move_iterator(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*)
  0.00      0.37     0.00       12     0.00     0.00  std::allocator_traits<std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > >::max_size(std::allocator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > > > const&)
  0.00      0.37     0.00       12     0.00     0.00  std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long)
  0.00      0.37     0.00       12     0.00     0.00  std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, stella::graphics::Animator::Animation*, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*> > >::end()
  0.00      0.37     0.00       12     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_Temporary_value::_M_val()
  0.00      0.37     0.00       12     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_Temporary_value::_M_val()
  0.00      0.37     0.00       12     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*> > >::_M_begin()
  0.00      0.37     0.00       12     0.00     0.00  __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > std::__miter_base<__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.37     0.00       12     0.00     0.00  unsigned int const* std::__niter_base<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >)
  0.00      0.37     0.00       12     0.00     0.00  std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*> std::__make_move_if_noexcept_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >, std::move_iterator<std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*> >(std::shared_ptr<Simple::Signal<void (void const*), Simple::Lib::CollectorDefault<void> > >*)
  0.00      0.37     0.00       12     0.00     0.00  entityx::BaseComponentHelper* const& std::forward<entityx::BaseComponentHelper* const&>(std::remove_reference<entityx::BaseComponentHelper* const&>::type&)
  0.00      0.37     0.00       12     0.00     0.00  entityx::BasePool* const& std::forward<entityx::BasePool* const&>(std::remove_reference<entityx::BasePool* const&>::type&)
  0.00      0.37     0.00       11     0.00     0.00  std::_Hashtable<unsigned long, std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >, std::allocator<std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long const&, unsigned long) const
  0.00      0.37     0.00       11     0.00     0.00  decltype ((get<0>)((forward<std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >&>(std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >&) const
  0.00      0.37     0.00       11     0.00     0.00  std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long const&, unsigned long, unsigned long) const
  0.00      0.37     0.00       11     0.00     0.00  unsigned long const& std::__pair_get<0ul>::__get<unsigned long const, std::shared_ptr<entityx::BaseSystem> >(std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >&)
  0.00      0.37     0.00       11     0.00     0.00  std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract()
  0.00      0.37     0.00       11     0.00     0.00  std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> > >::_M_v()
  0.00      0.37     0.00       11     0.00     0.00  std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>::_S_get(std::__detail::_Hashtable_ebo_helper<0, std::__detail::_Select1st, true>&)
  0.00      0.37     0.00       11     0.00     0.00  std::tuple_element<0ul, std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> > >::type& std::get<0ul, unsigned long const, std::shared_ptr<entityx::BaseSystem> >(std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >&)
  0.00      0.37     0.00       11     0.00     0.00  std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >& std::forward<std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >&>(std::remove_reference<std::pair<unsigned long const, std::shared_ptr<entityx::BaseSystem> >&>::type&)
  0.00      0.37     0.00       10     0.00     0.00  __gnu_cxx::new_allocator<unsigned int>::new_allocator()
  0.00      0.37     0.00       10     0.00     0.00  std::_Vector_base<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_get_Tp_allocator() const
  0.00      0.37     0.00       10     0.00     0.00  std::_Vector_base<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_get_Tp_allocator() const
  0.00      0.37     0.00       10     0.00     0.00  std::_Vector_base<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_get_Tp_allocator() const
  0.00      0.37     0.00       10     0.00     0.00  std::move_iterator<unsigned int*>::base() const
  0.00      0.37     0.00       10     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::max_size() const
  0.00      0.37     0.00       10     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::max_size() const
  0.00      0.37     0.00       10     0.00     0.00  std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::max_size() const
  0.00      0.37     0.00       10     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const
  0.00      0.37     0.00       10     0.00     0.00  std::allocator<unsigned int>::allocator()
  0.00      0.37     0.00       10     0.00     0.00  std::move_iterator<std::bitset<64ul>*>::move_iterator(std::bitset<64ul>*)
  0.00      0.37     0.00       10     0.00     0.00  std::move_iterator<unsigned int*>::move_iterator(unsigned int*)
  0.00      0.37     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<entityx::BaseComponentHelper*> >::max_size(std::allocator<entityx::BaseComponentHelper*> const&)
  0.00      0.37     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<entityx::BasePool*> >::max_size(std::allocator<entityx::BasePool*> const&)
  0.00      0.37     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<std::bitset<64ul> > >::max_size(std::allocator<std::bitset<64ul> > const&)
  0.00      0.37     0.00       10     0.00     0.00  std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&)
  0.00      0.37     0.00       10     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, stella::graphics::Animator::Animation*> > >::begin()
  0.00      0.37     0.00       10     0.00     0.00  decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned int*>(std::move_iterator<unsigned int*>)
  0.00      0.37     0.00       10     0.00     0.00  unsigned int* std::__miter_base<unsigned int*>(unsigned int*)
  0.00      0.37     0.00       10     0.00     0.00  std::move_iterator<std::bitset<64ul>*> std::__make_move_if_noexcept_iterator<std::bitset<64ul>, std::move_iterator<std::bitset<64ul>*> >(std::bitset<64ul>*)
  0.00      0.37     0.00       10     0.00     0.00  std::move_iterator<unsigned int*> std::__make_move_if_noexcept_iterator<unsigned int, std::move_iterator<unsigned int*> >(unsigned int*)
  0.00      0.37     0.00       10     0.00     0.00  entityx::BaseComponentHelper** std::__uninitialized_move_if_noexcept_a<entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, std::allocator<entityx::BaseComponentHelper*> >(entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, entityx::BaseComponentHelper**, std::allocator<entityx::BaseComponentHelper*>&)
  0.00      0.37     0.00       10     0.00     0.00  entityx::BasePool** std::__uninitialized_move_if_noexcept_a<entityx::BasePool**, entityx::BasePool**, std::allocator<entityx::BasePool*> >(entityx::BasePool**, entityx::BasePool**, entityx::BasePool**, std::allocator<entityx::BasePool*>&)
  0.00      0.37     0.00        9     0.00     0.00  void entityx::EventManager::emit<entityx::EntityCreatedEvent, entityx::Entity&>(entityx::Entity&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::EntityManager::accomodate_entity(unsigned int)
  0.00      0.37     0.00        9     0.00     0.00  entityx::EntityManager::create()
  0.00      0.37     0.00        9     0.00     0.00  entityx::EntityCreatedEvent::EntityCreatedEvent(entityx::Entity)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BaseComponentHelper::BaseComponentHelper()
  0.00      0.37     0.00        9     0.00     0.00  entityx::BaseComponentHelper::~BaseComponentHelper()
  0.00      0.37     0.00        9     0.00     0.00  entityx::Event<entityx::EntityCreatedEvent>::family()
  0.00      0.37     0.00        9     0.00     0.00  entityx::Event<entityx::EntityCreatedEvent>::Event()
  0.00      0.37     0.00        9     0.00     0.00  entityx::BasePool::reserve(unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BasePool::BasePool(unsigned long, unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<char*>::allocate(unsigned long, void const*)
  0.00      0.37     0.00        9     0.00     0.00  void __gnu_cxx::new_allocator<char*>::construct<char*, char* const&>(char**, char* const&)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<char*>::new_allocator()
  0.00      0.37     0.00        9     0.00     0.00  bool __gnu_cxx::operator==<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int const*, std::vector<unsigned int, std::allocator<unsigned int> > > const&)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >::difference_type __gnu_cxx::operator-<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >(__gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > > const&, __gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > > const&)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >::difference_type __gnu_cxx::operator-<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >(__gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > > const&, __gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > > const&)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >::difference_type __gnu_cxx::operator-<char**, std::vector<char*, std::allocator<char*> > >(__gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > > const&, __gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > > const&)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<char*, std::allocator<char*> >::_M_check_len(unsigned long, char const*) const
  0.00      0.37     0.00        9     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::empty() const
  0.00      0.37     0.00        9     0.00     0.00  std::allocator<char*>::allocator()
  0.00      0.37     0.00        9     0.00     0.00  void std::_Destroy_aux<true>::__destroy<char**>(char**, char**)
  0.00      0.37     0.00        9     0.00     0.00  std::_Vector_base<char*, std::allocator<char*> >::_M_allocate(unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::_Vector_base<char*, std::allocator<char*> >::_Vector_impl::_Vector_impl()
  0.00      0.37     0.00        9     0.00     0.00  std::_Vector_base<char*, std::allocator<char*> >::_M_deallocate(char**, unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::_Vector_base<char*, std::allocator<char*> >::_Vector_base()
  0.00      0.37     0.00        9     0.00     0.00  std::allocator_traits<std::allocator<char*> >::allocate(std::allocator<char*>&, unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  void std::allocator_traits<std::allocator<char*> >::construct<char*, char* const&>(std::allocator<char*>&, char**, char* const&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BaseComponentHelper** std::__uninitialized_fill_n<true>::__uninit_fill_n<entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper* const&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BasePool** std::__uninitialized_fill_n<true>::__uninit_fill_n<entityx::BasePool**, unsigned long, entityx::BasePool*>(entityx::BasePool**, unsigned long, entityx::BasePool* const&)
  0.00      0.37     0.00        9     0.00     0.00  std::bitset<64ul>* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::bitset<64ul>*, unsigned long>(std::bitset<64ul>*, unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::bitset<64ul>::bitset()
  0.00      0.37     0.00        9     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<entityx::BaseComponentHelper**, std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> > >, unsigned long, entityx::BaseComponentHelper* const&)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<entityx::BaseComponentHelper*, std::allocator<entityx::BaseComponentHelper*> >::resize(unsigned long, entityx::BaseComponentHelper* const&)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<entityx::BasePool**, std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> > >, unsigned long, entityx::BasePool* const&)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<entityx::BasePool*, std::allocator<entityx::BasePool*> >::resize(unsigned long, entityx::BasePool* const&)
  0.00      0.37     0.00        9     0.00     0.00  void std::vector<char*, std::allocator<char*> >::_M_realloc_insert<char* const&>(__gnu_cxx::__normal_iterator<char**, std::vector<char*, std::allocator<char*> > >, char* const&)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<char*, std::allocator<char*> >::end()
  0.00      0.37     0.00        9     0.00     0.00  std::vector<char*, std::allocator<char*> >::begin()
  0.00      0.37     0.00        9     0.00     0.00  std::vector<char*, std::allocator<char*> >::push_back(char* const&)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<char*, std::allocator<char*> >::vector()
  0.00      0.37     0.00        9     0.00     0.00  std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::_M_default_append(unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<std::bitset<64ul>, std::allocator<std::bitset<64ul> > >::resize(unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::__detail::_Hash_node_base::_Hash_node_base()
  0.00      0.37     0.00        9     0.00     0.00  void std::_Construct<std::bitset<64ul>>(std::bitset<64ul>*)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<entityx::BaseComponentHelper*>::__value, entityx::BaseComponentHelper**>::__type std::__fill_n_a<entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper* const&)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<entityx::BasePool*>::__value, entityx::BasePool**>::__type std::__fill_n_a<entityx::BasePool**, unsigned long, entityx::BasePool*>(entityx::BasePool**, unsigned long, entityx::BasePool* const&)
  0.00      0.37     0.00        9     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<unsigned int>::__value, unsigned int*>::__type std::__fill_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BaseComponentHelper** std::uninitialized_fill_n<entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper* const&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BasePool** std::uninitialized_fill_n<entityx::BasePool**, unsigned long, entityx::BasePool*>(entityx::BasePool**, unsigned long, entityx::BasePool* const&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BaseComponentHelper** std::__uninitialized_fill_n_a<entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper*, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper* const&, std::allocator<entityx::BaseComponentHelper*>&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BasePool** std::__uninitialized_fill_n_a<entityx::BasePool**, unsigned long, entityx::BasePool*, entityx::BasePool*>(entityx::BasePool**, unsigned long, entityx::BasePool* const&, std::allocator<entityx::BasePool*>&)
  0.00      0.37     0.00        9     0.00     0.00  std::bitset<64ul>* std::__uninitialized_default_n<std::bitset<64ul>*, unsigned long>(std::bitset<64ul>*, unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  unsigned int* std::__uninitialized_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long)
  0.00      0.37     0.00        9     0.00     0.00  std::bitset<64ul>* std::__uninitialized_default_n_a<std::bitset<64ul>*, unsigned long, std::bitset<64ul> >(std::bitset<64ul>*, unsigned long, std::allocator<std::bitset<64ul> >&)
  0.00      0.37     0.00        9     0.00     0.00  unsigned int* std::__uninitialized_default_n_a<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, std::allocator<unsigned int>&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BaseComponentHelper** std::fill_n<entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper*>(entityx::BaseComponentHelper**, unsigned long, entityx::BaseComponentHelper* const&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::BasePool** std::fill_n<entityx::BasePool**, unsigned long, entityx::BasePool*>(entityx::BasePool**, unsigned long, entityx::BasePool* const&)
  0.00      0.37     0.00        9     0.00     0.00  unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&)
  0.00      0.37     0.00        9     0.00     0.00  entityx::Entity& std::forward<entityx::Entity&>(std::remove_reference<entityx::Entity&>::type&)
  0.00      0.37     0.00        9     0.00     0.00  void std::_Destroy<char**>(char**, char**)
  0.00      0.37     0.00        9     0.00     0.00  void std::_Destroy<char**, char*>(char**, char**, std::allocator<char*>&)
  0.00      0.37     0.00        8     0.00     0.00  SpatialComponent::SpatialComponent(int, int, int, int)
  0.00      0.37     0.00        8     0.00     0.00  TextureComponent::TextureComponent(int, int, stella::graphics::Texture&, int)
  0.00      0.37     0.00        8     0.00     0.00  glm::vec<4, float, (glm::precision)0>::vec(float, float, float, float)
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Renderable::Renderable(int, int, int, int, stella::graphics::Texture&, unsigned char)
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Renderable::~Renderable()
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::SpriteSheet::SpriteSheet(stella::graphics::Texture const&, unsigned int, unsigned int, unsigned int)
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Layer::Add(stella::graphics::Sprite*)
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Sprite::Sprite(int, int, int, int, stella::graphics::Texture&, unsigned int)
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Sprite::~Sprite()
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Sprite::~Sprite()
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Texture::load(char const*)
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Texture::Texture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*)
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Texture::~Texture()
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Animator::Animator()
  0.00      0.37     0.00        8     0.00     0.00  stella::graphics::Animator::~Animator()
  0.00      0.37     0.00        8     0.00     0.00  entityx::BaseSystem::BaseSystem()
  0.00      0.37     0.00        8     0.00     0.00  void entityx::EventManager::emit<entityx::ComponentAddedEvent<SpatialComponent>, entityx::Entity, entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>&>(entityx::Entity&&, entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>&)
  0.00      0.37     0.00        8     0.00     0.00  void entityx::EventManager::emit<entityx::ComponentAddedEvent<TextureComponent>, entityx::Entity, entityx::ComponentHandle<TextureComponent, entityx::EntityManager>&>(entityx::Entity&&, entityx::ComponentHandle<TextureComponent, entityx::EntityManager>&)
  0.00      0.37     0.00        8     0.00     0.00  void entityx::EventManager::emit<entityx::ComponentRemovedEvent<SpatialComponent>, entityx::Entity, entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>&>(entityx::Entity&&, entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>&)
  0.00      0.37     0.00        8     0.00     0.00  void entityx::EventManager::emit<entityx::ComponentRemovedEvent<TextureComponent>, entityx::Entity, entityx::ComponentHandle<TextureComponent, entityx::EntityManager>&>(entityx::Entity&&, entityx::ComponentHandle<TextureComponent, entityx::EntityManager>&)
  0.00      0.37     0.00        8     0.00     0.00  entityx::Pool<SpatialComponent, 8192ul>* entityx::EntityManager::accomodate_component<SpatialComponent>()
  0.00      0.37     0.00        8     0.00     0.00  entityx::Pool<TextureComponent, 8192ul>* entityx::EntityManager::accomodate_component<TextureComponent>()
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentHandle<TextureComponent, entityx::EntityManager> entityx::EntityManager::assign<TextureComponent, int, int, stella::graphics::Texture&, int>(entityx::Entity::Id, int&&, int&&, stella::graphics::Texture&, int&&)
  0.00      0.37     0.00        8     0.00     0.00  void entityx::EntityManager::remove<SpatialComponent>(entityx::Entity::Id)
  0.00      0.37     0.00        8     0.00     0.00  void entityx::EntityManager::remove<TextureComponent>(entityx::Entity::Id)
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentAddedEvent<SpatialComponent>::ComponentAddedEvent(entityx::Entity, entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>)
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentAddedEvent<SpatialComponent>::~ComponentAddedEvent()
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentAddedEvent<TextureComponent>::ComponentAddedEvent(entityx::Entity, entityx::ComponentHandle<TextureComponent, entityx::EntityManager>)
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentAddedEvent<TextureComponent>::~ComponentAddedEvent()
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentRemovedEvent<SpatialComponent>::ComponentRemovedEvent(entityx::Entity, entityx::ComponentHandle<SpatialComponent, entityx::EntityManager>)
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentRemovedEvent<SpatialComponent>::~ComponentRemovedEvent()
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentRemovedEvent<TextureComponent>::ComponentRemovedEvent(entityx::Entity, entityx::ComponentHandle<TextureComponent, entityx::EntityManager>)
  0.00      0.37     0.00        8     0.00     0.00  entityx::ComponentRemovedEvent<TextureComponent>::~ComponentRemovedEvent()
  0.00      0.37     0.00        8     0.00     0.00  entityx::Pool<SpatialComponent, 8192ul>::destroy(unsigned long)
  0.00      0.37     0.00        8     0.00     0.00  entityx::Pool<TextureComponent, 8192ul>::destroy(unsigned long)
